task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error
HE160	Hermes-2-Theta-Llama-3-70B	pre	8	4	Q	Hermes2		70.6		open	16	0	0	0	0.09375	0.15095184110614	0.2	0.295803989154981	0.01875	0.030190368221228	0	0	0.6875	0.475985819116494	0.29375	0.445901474543424	0.70625	0.445901474543424	0	0	0.278571428571429	4	0.4	0.4	7	6
HE160	Hermes-2-Theta-Llama-3-70B	post	8	8	NQ	Hermes2		70.6		open	17	0	0	0	0.0823529411764706	0.147254771415832	0.0529411764705882	0.0978429407833306	0	0	0.117647058823529	0.190105092447699	0.747058823529412	0.426937990431833	0.135294117647059	0.244980363908008	0.864705882352941	0.244980363908008	0	0	0.126666666666667	10	1		8	7
HE161	Hermes-2-Theta-Llama-3-70B	post	5	6	QQ	Hermes2		70.6		open	13	0	0	0	0.246153846153846	0.317783248919583	0.0846153846153846	0.111472128816842	0.0384615384615385	0.0830864192103572	0	0	0.630769230769231	0.479425472513651	0.330769230769231	0.427598218759609	0.669230769230769	0.427598218759609	0	0	0.36	10	1		8	6
HE20	Hermes-2-Theta-Llama-3-70B	pre	5	2	S	Hermes2		70.6		open	29	0.3	3	0.3	0.224137931034483	0.290897718042385	0.155172413793103	0.202540346973633	0	0	0	0	0.620689655172414	0.493316407675286	0.379310344827586	0.493316407675286	0.620689655172414	0.493316407675286	3	0.3	0.3	4	0.4	0.4	7	6
HE20	Hermes-2-Theta-Llama-3-70B	post	5	3	QQ	Hermes2		70.6		open	28	0.4	4	0.4	0.328571428571429	0.424183890298908	0.0714285714285714	0.0922138891954147	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE21	Hermes-2-Theta-Llama-3-70B	post	6	6	NQ	Hermes2		70.6		open	59	0	0	0	0.0576271186440678	0.154765140504081	0.011864406779661	0.0320095264954018	0	0	0.0406779661016949	0.128635023464476	0.889830508474576	0.31428378668523	0.0694915254237288	0.186774226545362	0.930508474576271	0.186774226545362	0	0	0.123529411764706	0	0	0.0394736842105263	9	8
HE24	Hermes-2-Theta-Llama-3-70B	pre	3	1	S	Hermes2		70.6		open	31	0	0	0	0.148387096774194	0.314302381186152	0.0161290322580645	0.0409450166981931	0.00967741935483871	0.0217725341196953	0	0	0.825806451612903	0.372235639112582	0.164516129032258	0.350890382577008	0.835483870967742	0.350890382577008	0	0	0.0875	0	0	0.191304347826087	9	8
HE24	Hermes-2-Theta-Llama-3-70B	post	3	2	Q	Hermes2		70.6		open	35	0.2	2	0.2	0.165714285714286	0.349356389123364	0.0342857142857143	0.0722806322324201	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE30	Hermes-2-Theta-Llama-3-70B	post	6	5	Q	Hermes2		70.6		open	14	0.1	1	0.1	0.128571428571429	0.237618570473803	0.0714285714285714	0.116642368703961	0.0142857142857143	0.0301169300968417	0.0857142857142857	0.18070158058105	0.7	0.483045891539648	0.2	0.34960294939005	0.8	0.34960294939005	1	0.1	0.190909090909091	10	1		7	7
HE37	Hermes-2-Theta-Llama-3-70B	post	3	2	S	Hermes2		70.6		open	43	0.2	2	0.2	0.258139534883721	0.41564413923179	0.0372093023255814	0.0612354035911054	0	0	0	0	0.704651162790698	0.475725261435133	0.295348837209302	0.475725261435133	0.704651162790698	0.475725261435133	2	0.2	0.283333333333333	3	0.3	0.3	8	7
HE42	Hermes-2-Theta-Llama-3-70B	post	8	10	NQ	Hermes2		70.6		open	81	0	0	0	0.21358024691358	0.198816972247485	0.0271604938271605	0.0295609629564905	0.00987654320987654	0.0127505624566499	0.407407407407407	0.312052487409529	0.341975308641975	0.461714824151555	0.240740740740741	0.212662060538341	0.759259259259259	0.212662060538341	0	0	0.169230769230769	0	0	0.25	5	3
HE43	Hermes-2-Theta-Llama-3-70B	post	8	8	QQ	Hermes2		70.6		open	28	0	0	0	0.285714285714286	0.301169300968417	0.107142857142857	0.112938487863156	0	0	0.107142857142857	0.112938487863156	0.5	0.52704627669473	0.392857142857143	0.414107788831574	0.607142857142857	0.414107788831574	0	0	0.4375	0	0	0.361111111111111	5	5
HE45	Hermes-2-Theta-Llama-3-70B	pre	1	2	S	Hermes2		70.6		open	10	0.2	2	0.2	0.1	0.210818510677892	0.1	0.210818510677892	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE45	Hermes-2-Theta-Llama-3-70B	post	1	1	S	Hermes2		70.6		open	10	0.3	3	0.3	0.19	0.284604989415154	0.12	0.193218356615859	0	0	0	0	0.69	0.477144282860716	0.31	0.477144282860716	0.69	0.477144282860716	3	0.3	0.3	4	0.4	0.4	7	6
HE50	Hermes-2-Theta-Llama-3-70B	post	2	3	NQ	Hermes2		70.6		open	22	0	0	0	0.122727272727273	0.198768014528577	0.140909090909091	0.228230305927188	0.00909090909090909	0.0287479787288034	0.0318181818181818	0.0481522684305173	0.695454545454545	0.480114196700408	0.263636363636364	0.426831923919006	0.736363636363636	0.426831923919006	1	0.1	0.257142857142857	2	0.2	0.2	7	6
HE57	Hermes-2-Theta-Llama-3-70B	post	3	3	S	Hermes2		70.6		open	17	0	0	0	0.411764705882353	0.284144642082146	0.247058823529412	0.170486785249288	0	0	0	0	0.341176470588235	0.454631427331433	0.658823529411765	0.454631427331433	0.341176470588235	0.454631427331433	7	0.7	0.7	0	0	0.466666666666667	10	3
HE60	Hermes-2-Theta-Llama-3-70B	pre	2	1	S	Hermes2		70.6		open	7	0.2	2	0.2	0.0857142857142857	0.18070158058105	0.142857142857143	0.233284737407922	0	0	0	0	0.771428571428571	0.410740164816149	0.228571428571429	0.410740164816149	0.771428571428571	0.410740164816149	2	0.2	0.2	4	0.4	0.4	8	6
HE60	Hermes-2-Theta-Llama-3-70B	post	2	1	Q	Hermes2		70.6		open	10	0.4	4	0.4	0.3	0.298142396999972	0.23	0.200277585143997	0.01	0.0316227766016838	0.06	0.157762127549323	0.4	0.516397779494322	0.53	0.490011337737313	0.47	0.490011337737313	4	0.4	0.525	10	1		4	4
HE65	Hermes-2-Theta-Llama-3-70B	pre	3	2	S	Hermes2		70.6		open	13	0.4	4	0.4	0.307692307692308	0.397229061149479	0.0923076923076923	0.119168718344844	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE65	Hermes-2-Theta-Llama-3-70B	post	3	2	NQ	Hermes2		70.6		open	24	0.1	1	0.1	0.216666666666667	0.285854793493065	0.120833333333333	0.156458194629322	0.0125	0.0201269121474853	0.05	0.0874007373475126	0.6	0.516397779494322	0.3375	0.441155364418881	0.6625	0.441155364418881	1	0.1	0.347058823529412	1	0.1	0.233333333333333	6	6
HE71	Hermes-2-Theta-Llama-3-70B	post	5	5	QQ	Hermes2		70.6		open	18	0	0	0	0.366666666666667	0.326262452526596	0.161111111111111	0.13968905307886	0.00555555555555555	0.0175682092231577	0.0111111111111111	0.0234242789642102	0.455555555555556	0.477045088498881	0.527777777777778	0.462036109254617	0.472222222222222	0.462036109254617	0	0	0.536363636363636	5	0.5	0.5	9	4
HE73	Hermes-2-Theta-Llama-3-70B	post	5	4	NQ	Hermes2		70.6		open	78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	10
HE74	Hermes-2-Theta-Llama-3-70B	pre	5	4	Q	Hermes2		70.6		open	9	0.3	3	0.3	0.144444444444444	0.209840229247634	0.188888888888889	0.256867272361477	0	0	0	0	0.666666666666667	0.462592444325807	0.333333333333333	0.462592444325807	0.666666666666667	0.462592444325807	3	0.3	0.3125	5	0.5	0.5	7	4
HE74	Hermes-2-Theta-Llama-3-70B	post	5	4	Q	Hermes2		70.6		open	16	0.3	3	0.3	0.1875	0.30190368221228	0.1125	0.181142209327368	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	10	1		7	7
HE80	Hermes-2-Theta-Llama-3-70B	pre	6	2	Q	Hermes2		70.6		open	10	0.1	1	0.1	0.11	0.191195071996	0.21	0.251440295541948	0	0	0.1	0.169967317119759	0.58	0.502880591083896	0.32	0.413118223595458	0.68	0.413118223595458	1	0.1	0.3125	2	0.2	0.35	6	5
HE80	Hermes-2-Theta-Llama-3-70B	post	6	5	Q	Hermes2		70.6		open	16	0.2	2	0.2	0.125	0.263523138347365	0.075	0.158113883008419	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8
HE84	Hermes-2-Theta-Llama-3-70B	pre	2	1	S	Hermes2		70.6		open	8	0.4	4	0.4	0.2625	0.314300369427435	0.15	0.193649167310371	0	0	0	0	0.5875	0.507068097552543	0.4125	0.507068097552543	0.5875	0.507068097552543	4	0.4	0.4	5	0.5	0.5	6	5
HE84	Hermes-2-Theta-Llama-3-70B	post	2	5	NQ	Hermes2		70.6		open	13	0.5	5	0.5	0.353846153846154	0.357506155034531	0.153846153846154	0.16216808513684	0	0	0	0	0.492307692307692	0.519444400496435	0.507692307692308	0.519444400496435	0.492307692307692	0.519444400496435	5	0.5	0.5	6	0.6	0.6	5	4
HE86	Hermes-2-Theta-Llama-3-70B	post	4	2	NQ	Hermes2		70.6		open	15	0	0	0	0.0533333333333333	0.168654808542314	0.04	0.105174751699549	0.0533333333333333	0.128812237743906	0.0533333333333333	0.168654808542314	0.8	0.421637021355784	0.0933333333333333	0.206559111797729	0.906666666666667	0.206559111797729	0	0	0.1	10	1		8	8
HE90	Hermes-2-Theta-Llama-3-70B	pre	3	1	S	Hermes2		70.6		open	50	0.2	2	0.2	0.174	0.302588829932633	0.084	0.135252849631101	0	0	0.042	0.132815661727072	0.7	0.483045891539648	0.258	0.43085960590429	0.742	0.43085960590429	2	0.2	0.283333333333333	2	0.2	0.254545454545455	7	7
HE90	Hermes-2-Theta-Llama-3-70B	post	3	1	S	Hermes2		70.6		open	42	0.2	2	0.2	0.161904761904762	0.341325207764206	0.0380952380952381	0.0803118135915779	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8
HE99	Hermes-2-Theta-Llama-3-70B	pre	7	2	S	Hermes2		70.6		open	15	0.1	1	0.1	0.106666666666667	0.166888740937943	0.0733333333333333	0.164654520469713	0	0	0.02	0.0632455532033676	0.8	0.322030594359765	0.18	0.319026296373477	0.82	0.319026296373477	1	0.1	0.1	3	0.3	0.34	9	6
HE99	Hermes-2-Theta-Llama-3-70B	post	7	3	S	Hermes2		70.6		open	19	0	0	0	0.410526315789474	0.355062754825923	0.0526315789473684	0.0554785554415505	0.0263157894736842	0.0277392777207753	0.0526315789473684	0.0701754385964912	0.457894736842105	0.488746866525321	0.463157894736842	0.409039141636325	0.536842105263158	0.409039141636325	0	0	0.423076923076923	7	0.7	0.7	5	3
HE0	Meta-Llama-3-70B-Instruct	post	5	4	QQ	Llama3	24	70.6	263	open	33	0.7	7	0.7	0.615151515151515	0.424494874383327	0.0848484848484849	0.058551017156321	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3
HE1	Meta-Llama-3-70B-Instruct	pre	5	9	NQ	Llama3	24	70.6	263	open	222	0.1	1	0.1	0.00855855855855856	0.00778756905699095	0.394594594594595	0.427662843979616	0.194594594594595	0.309205790426774	0.00225225225225225	0.00318516568102048	0.4	0.516397779494322	0.403153153153153	0.433911852467674	0.596846846846847	0.433911852467674	1	0.1	0.463636363636364	1	0.1	0.4	4	4
HE1	Meta-Llama-3-70B-Instruct	post	5	6	NQ	Llama3	24	70.6	263	open	11	0	0	0	0.163636363636364	0.245435839167474	0.1	0.145011952897035	0.0727272727272727	0.127128345232746	0.0545454545454545	0.14342011595393	0.609090909090909	0.505343349443174	0.263636363636364	0.351958967472354	0.736363636363636	0.351958967472354	0	0	0.266666666666667	10	1		7	6
HE101	Meta-Llama-3-70B-Instruct	pre	9	7	NQ	Llama3	24	70.6	263	open	519	0	0	0	0.226589595375723	0.323375836061751	0.0655105973025048	0.0533269845976803	0.0375722543352601	0.0463074014967547	0.467822736030829	0.388303651811302	0.202504816955684	0.420377647959715	0.292100192678227	0.302230197418892	0.707899807321773	0.302230197418892	0	0	0.316666666666667	0	0	0.291518737672584	4	2
HE101	Meta-Llama-3-70B-Instruct	post	9	6	QQ	Llama3	24	70.6	263	open	463	0	0	0	0.438444924406047	0.463372292228224	0.00453563714902808	0.00730306963450872	0	0	0.0501079913606911	0.064689138683954	0.506911447084233	0.519914122522983	0.442980561555076	0.467987428037414	0.557019438444924	0.467987428037414	3	0.3	0.3	1	0.1	0.448098434004474	7	5
HE104	Meta-Llama-3-70B-Instruct	pre	6	2	S	Llama3	24	70.6	263	open	25	0.3	3	0.3	0.072	0.115931013969516	0.228	0.367114877570132	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7
HE104	Meta-Llama-3-70B-Instruct	post	6	5	QQ	Llama3	24	70.6	263	open	15	0	0	0	0.14	0.225421416051836	0.106666666666667	0.175541490294502	0.0133333333333333	0.0421637021355784	0.04	0.0644061188719531	0.7	0.483045891539648	0.246666666666667	0.398825435993069	0.753333333333333	0.398825435993069	1	0.1	0.27	1	0.1	0.1	7	7
HE108	Meta-Llama-3-70B-Instruct	post	2	3	NQ	Llama3	24	70.6	263	open	12	0	0	0	0.0416666666666667	0.0900102874778869	0.0666666666666667	0.140545673785261	0.0166666666666667	0.0351364184463153	0.075	0.159329226663333	0.8	0.421637021355784	0.108333333333333	0.22922978928642	0.891666666666667	0.22922978928642	0	0	0.11	10	1		8	8
HE111	Meta-Llama-3-70B-Instruct	pre	8	3	Q	Llama3	24	70.6	263	open	85	0.6	6	0.6	0.0788235294117647	0.0554732184933553	0.608235294117647	0.420726016099358	0	0	0	0	0.312941176470588	0.475794727626705	0.687058823529412	0.475794727626705	0.312941176470588	0.475794727626705	6	0.6	0.6	7	0.7	0.7	4	3
HE111	Meta-Llama-3-70B-Instruct	post	8	10	QQ	Llama3	24	70.6	263	open	17	0.3	3	0.3	0.211764705882353	0.340973570498575	0.0882352941176471	0.142072321041073	0	0	0	0	0.7	0.483045891539648	0.3	0.483045891539648	0.7	0.483045891539648	3	0.3	0.3	3	0.3	0.3	7	7
HE114	Meta-Llama-3-70B-Instruct	post	5	6	QQ	Llama3	24	70.6	263	open	28	0.2	2	0.2	0.278571428571429	0.36607868750062	0.0857142857142857	0.110656667034498	0	0	0.0357142857142857	0.0824786098842323	0.6	0.516397779494322	0.364285714285714	0.475237140947606	0.635714285714286	0.475237140947606	3	0.3	0.372727272727273	2	0.2	0.346153846153846	6	6
HE120	Meta-Llama-3-70B-Instruct	pre	7	2	S	Llama3	24	70.6	263	open	56	0.6	6	0.6	0.4125	0.294922306153106	0.2625	0.181142209327368	0	0	0.025	0.0790569415042095	0.3	0.483045891539648	0.675	0.472140515807176	0.325	0.472140515807176	6	0.6	0.683333333333333	6	0.6	0.674	3	3
HE120	Meta-Llama-3-70B-Instruct	post	7	8	NQ	Llama3	24	70.6	263	open	48	0	0	0	0.33125	0.428697829133416	0.04375	0.0568002917963293	0.0145833333333333	0.0197642353760524	0.0104166666666667	0.0329403922934206	0.6	0.516397779494322	0.375	0.484720232405976	0.625	0.484720232405976	0	0	0.323076923076923	3	0.3	0.393939393939394	6	6
HE127	Meta-Llama-3-70B-Instruct	pre	4	2	Q	Llama3	24	70.6	263	open	21	0	0	0	0.2	0.322030594359765	0.0857142857142857	0.138013111868471	0	0	0.0142857142857143	0.0230021853114118	0.7	0.483045891539648	0.285714285714286	0.460043706228236	0.714285714285714	0.460043706228236	0	0	0.24	3	0.3	0.3	7	7
HE127	Meta-Llama-3-70B-Instruct	post	4	5	Q	Llama3	24	70.6	263	open	24	0	0	0	0.4875	0.337388527544311	0.1375	0.0963252271355539	0.00833333333333333	0.0175682092231577	0.0666666666666667	0.052704627669473	0.3	0.483045891539648	0.625	0.432120810725112	0.375	0.432120810725112	0	0	0.52	7	0.7	0.7	3	3
HE13	Meta-Llama-3-70B-Instruct	pre	5	3	Q	Llama3	24	70.6	263	open	47	0.7	7	0.7	0.491489361702128	0.339159881293795	0.208510638297872	0.143886010245853	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3
HE13	Meta-Llama-3-70B-Instruct	post	5	4	QQ	Llama3	24	70.6	263	open	42	0	0	0	0.235714285714286	0.308902510344205	0.0404761904761905	0.0654942255104056	0.00238095238095238	0.00752923252421043	0.0952380952380952	0.141082451068501	0.626190476190476	0.488472560311089	0.276190476190476	0.362343092947558	0.723809523809524	0.362343092947558	0	0	0.155555555555556	0	0	0.309677419354839	7	6
HE132	Meta-Llama-3-70B-Instruct	pre	7	3	Q	Llama3	24	70.6	263	open	363	0.2	2	0.2	0.00716253443526171	0.00725378059068191	0.590082644628099	0.507862279006813	0	0	0.00275482093663912	0.00449860375166791	0.4	0.516397779494322	0.597245179063361	0.514041024025247	0.402754820936639	0.514041024025247	2	0.2	0.5	6	0.6	0.6	4	4
HE132	Meta-Llama-3-70B-Instruct	post	7	7	NQ	Llama3	24	70.6	263	open	15	0	0	0	0.28	0.210349503399097	0.193333333333333	0.145551314611669	0.08	0.0877707451472511	0.113333333333333	0.0891662339899506	0.333333333333333	0.471404520791032	0.473333333333333	0.342034580592354	0.526666666666667	0.342034580592354	0	0	0.458333333333333	7	0.7	0.7	4	3
HE136	Meta-Llama-3-70B-Instruct	post	11	13	NQ	Llama3	24	70.6	263	open	18	0	0	0	0.183333333333333	0.206296628764943	0.194444444444444	0.204962440936839	0	0	0.122222222222222	0.147684459536125	0.5	0.52704627669473	0.377777777777778	0.404704840878451	0.622222222222222	0.404704840878451	0	0	0.342857142857143	10	1		5	5
HE138	Meta-Llama-3-70B-Instruct	post	13	14	NQ	Llama3	24	70.6	263	open	49	0	0	0	0.204081632653061	0.333263910582745	0.0204081632653061	0.0333263910582745	0.026530612244898	0.0430779325142519	0	0	0.748979591836735	0.409640185060206	0.224489795918367	0.36659030164102	0.775510204081633	0.36659030164102	0	0	0.144444444444444	3	0.3	0.3	9	7
HE140	Meta-Llama-3-70B-Instruct	post	6	13	NQ	Llama3	24	70.6	263	open	106	0.1	1	0.1	0.181132075471698	0.307334237099901	0.0207547169811321	0.0269781265277072	0.00188679245283019	0.00397770774863947	0.19622641509434	0.322409101381971	0.6	0.516397779494322	0.20188679245283	0.329490126593808	0.79811320754717	0.329490126593808	1	0.1	0.291666666666667	1	0.1	0.185869565217391	6	6
HE141	Meta-Llama-3-70B-Instruct	post	4	5	NQ	Llama3	24	70.6	263	open	609	0.2	2	0.2	0.615435139573071	0.48128362355871	0.00853858784893268	0.00529540738804502	0.000492610837438424	0.000793178803841786	0.0205254515599343	0.0609264492743231	0.355008210180624	0.461403905102465	0.623973727422003	0.484310042579285	0.376026272577997	0.484310042579285	4	0.4	0.641666666666667	5	0.5	0.623905723905724	5	2
HE151	Meta-Llama-3-70B-Instruct	post	4	5	QQ	Llama3	24	70.6	263	open	70	0.6	6	0.6	0.792857142857143	0.279880927062444	0.09	0.0316227766016838	0	0	0.0171428571428571	0.0276026223736942	0.1	0.316227766016838	0.882857142857143	0.311371772889549	0.117142857142857	0.311371772889549	6	0.6	0.85	6	0.6	0.889285714285714	1	1
HE158	Meta-Llama-3-70B-Instruct	post	5	7	NQ	Llama3	24	70.6	263	open	43	0	0	0	0.311627906976744	0.33597296299117	0.0604651162790698	0.0784440969964249	0.0232558139534884	0.0310077519379845	0.0627906976744186	0.0767794140428799	0.541860465116279	0.498787665513406	0.372093023255814	0.407695931544332	0.627906976744186	0.407695931544332	0	0	0.271428571428571	0	0	0.448	6	5
HE16	Meta-Llama-3-70B-Instruct	post	6	5	Q	Llama3	24	70.6	263	open	16	0	0	0	0.31875	0.323353199561511	0.18125	0.157150184713718	0.0375	0.0322748612183951	0.05625	0.177878118384471	0.40625	0.511372404526399	0.5	0.470482907943176	0.5	0.470482907943176	5	0.5	0.5375	5	0.5	0.5	5	4
HE160	Meta-Llama-3-70B-Instruct	pre	8	4	Q	Llama3	24	70.6	263	open	16	0.2	2	0.2	0.175	0.155344599019227	0.325	0.343339401240878	0.0875	0.21286732957408	0.0125	0.0395284707521047	0.4	0.516397779494322	0.5	0.473242362150023	0.5	0.473242362150023	2	0.2	0.5	5	0.5	0.5	4	4
HE160	Meta-Llama-3-70B-Instruct	post	8	8	NQ	Llama3	24	70.6	263	open	17	0	0	0	0.376470588235294	0.198417421814487	0.141176470588235	0.0744065331804325	0.0470588235294118	0.0248021777268108	0.235294117647059	0.124010888634054	0.2	0.421637021355784	0.517647058823529	0.272823954994919	0.482352941176471	0.272823954994919	0	0	0.533333333333333	10	1		2	2
HE161	Meta-Llama-3-70B-Instruct	post	5	6	QQ	Llama3	24	70.6	263	open	13	0	0	0	0.230769230769231	0.301213849345403	0.0923076923076923	0.119168718344844	0	0	0.0153846153846154	0.048650425541052	0.661538461538462	0.436951967264427	0.323076923076923	0.419448308649816	0.676923076923077	0.419448308649816	0	0	0.34	10	1		10	6
HE20	Meta-Llama-3-70B-Instruct	pre	5	2	S	Llama3	24	70.6	263	open	29	0.4	4	0.4	0.23448275862069	0.302715939703568	0.16551724137931	0.213681839790754	0	0	0	0	0.6	0.516397779494322	0.4	0.516397779494322	0.6	0.516397779494322	4	0.4	0.4	4	0.4	0.4	6	6
HE20	Meta-Llama-3-70B-Instruct	post	5	3	QQ	Llama3	24	70.6	263	open	28	0.6	6	0.6	0.778571428571429	0.0553283335172488	0.178571428571429	0	0	0	0.0428571428571429	0.0553283335172488	0	0	0.957142857142857	0.0553283335172488	0.0428571428571429	0.0553283335172488	6	0.6	0.890909090909091	10	1	1	0	0
HE21	Meta-Llama-3-70B-Instruct	post	6	6	NQ	Llama3	24	70.6	263	open	59	0.1	1	0.1	0.513559322033898	0.445149700582862	0.0525423728813559	0.0520571728804043	0	0	0.00847457627118644	0.00893298774058864	0.425423728813559	0.500531174331853	0.566101694915254	0.493515032883841	0.433898305084746	0.493515032883841	5	0.5	0.529411764705882	1	0.1	0.586842105263158	5	4
HE24	Meta-Llama-3-70B-Instruct	pre	3	1	S	Llama3	24	70.6	263	open	31	0	0	0	0.161290322580645	0.340029855932084	0.0258064516129032	0.0544047769491334	0.0129032258064516	0.0272023884745667	0	0	0.8	0.421637021355784	0.187096774193548	0.394434632881217	0.812903225806452	0.394434632881217	0	0	0.175	0	0	0.191304347826087	8	8
HE24	Meta-Llama-3-70B-Instruct	post	3	2	Q	Llama3	24	70.6	263	open	35	0.2	2	0.2	0.248571428571429	0.400238024418565	0.0485714285714286	0.0785930706124867	0	0	0	0	0.702857142857143	0.47850864312147	0.297142857142857	0.47850864312147	0.702857142857143	0.47850864312147	2	0.2	0.291666666666667	3	0.3	0.3	8	7
HE30	Meta-Llama-3-70B-Instruct	post	6	5	Q	Llama3	24	70.6	263	open	14	0.1	1	0.1	0.142857142857143	0.251976315339485	0.0785714285714286	0.127996952911577	0.00714285714285714	0.0225876975726313	0.0714285714285714	0.154303349962092	0.7	0.483045891539648	0.221428571428571	0.375632497585912	0.778571428571429	0.375632497585912	1	0.1	0.209090909090909	10	1		7	7
HE37	Meta-Llama-3-70B-Instruct	post	3	2	S	Llama3	24	70.6	263	open	43	0.4	4	0.4	0.602325581395349	0.41564413923179	0.0837209302325581	0.0612354035911054	0.00930232558139535	0.0196110242491062	0	0	0.304651162790698	0.480050925728292	0.686046511627907	0.473852070913558	0.313953488372093	0.473852070913558	4	0.4	0.666666666666667	7	0.7	0.7	4	3
HE42	Meta-Llama-3-70B-Instruct	post	8	10	NQ	Llama3	24	70.6	263	open	81	0	0	0	0.327160493827161	0.32163330654302	0.00740740740740741	0.0104107906507601	0.0222222222222222	0.028982414587093	0.201234567901235	0.235903353192113	0.441975308641975	0.487017521050066	0.334567901234568	0.329241254330288	0.665432098765432	0.329241254330288	0	0	0.230769230769231	0	0	0.371875	6	4
HE43	Meta-Llama-3-70B-Instruct	post	8	8	QQ	Llama3	24	70.6	263	open	28	0.3	3	0.3	0.614285714285714	0.238570953330959	0.178571428571429	0.0714285714285714	0.0142857142857143	0.0345032779671177	0.0928571428571428	0.106745294149809	0.1	0.316227766016838	0.792857142857143	0.293929511657352	0.207142857142857	0.293929511657352	3	0.3	0.8	4	0.4	0.783333333333333	1	1
HE45	Meta-Llama-3-70B-Instruct	pre	1	2	S	Llama3	24	70.6	263	open	10	0.5	5	0.5	0.25	0.263523138347365	0.25	0.263523138347365	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5
HE45	Meta-Llama-3-70B-Instruct	post	1	1	S	Llama3	24	70.6	263	open	10	0.4	4	0.4	0.26	0.295145914949049	0.16	0.206559111797729	0	0	0	0	0.58	0.500666222813829	0.42	0.500666222813829	0.58	0.500666222813829	4	0.4	0.4	6	0.6	0.6	6	4
HE50	Meta-Llama-3-70B-Instruct	post	2	3	NQ	Llama3	24	70.6	263	open	22	0	0	0	0.0636363636363636	0.140835758043906	0.1	0.210818510677892	0	0	0.0363636363636364	0.0878265257344814	0.8	0.421637021355784	0.163636363636364	0.347627403629091	0.836363636363636	0.347627403629091	0	0	0.15	1	0.1	0.1	8	8
HE57	Meta-Llama-3-70B-Instruct	post	3	3	S	Llama3	24	70.6	263	open	17	0	0	0	0.470588235294118	0.248021777268108	0.282352941176471	0.148813066360865	0	0	0	0	0.247058823529412	0.396834843628973	0.752941176470588	0.396834843628973	0.247058823529412	0.396834843628973	8	0.8	0.8	0	0	0.533333333333333	10	2
HE60	Meta-Llama-3-70B-Instruct	pre	2	1	S	Llama3	24	70.6	263	open	7	0.6	6	0.6	0.257142857142857	0.221313334068995	0.342857142857143	0.295084445425327	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4
