task	model	cond	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	evalAt1	n_valid	p_valid	avg_p_TP	sd_p_TP	avg_p_TN	sd_p_TN	avg_p_FP	sd_p_FP	avg_p_FN	sd_p_FN	avg_p_Error	sd_p_Error	avg_p_Pass	sd_p_Pass	avg_p_Fail	sd_p_Fail	n_valid_manual	p_valid_manual	avg_p_Pass_manual	n_valid_auto	p_valid_auto	avg_p_Pass_auto	n_at_least_one_error	n_all_error	Cond	Model	Open model	Difficulty	CC_prog	CC_sol
HEx45	Meta-Llama-3-70B-Instruct	pre	1	2	S	Llama3	24	70.6	263	open	10	0.5	5	0.5	0.25	0.263523138347365	0.25	0.263523138347365	0	0	0	0	0.5	0.52704627669473	0.5	0.52704627669473	0.5	0.52704627669473	5	0.5	0.5	5	0.5	0.5	5	5	Pre	Llama3	Yes	S	Low	Low
HEx45	Meta-Llama-3-70B-Instruct	post	1	1	S	Llama3	24	70.6	263	open	10	0.4	4	0.4	0.26	0.295145914949049	0.16	0.206559111797729	0	0	0	0	0.58	0.500666222813829	0.42	0.500666222813829	0.58	0.500666222813829	4	0.4	0.4	6	0.6	0.6	6	4	Post	Llama3	Yes	S	Low	Low
HEx60	Meta-Llama-3-70B-Instruct	pre	2	1	S	Llama3	24	70.6	263	open	7	0.6	6	0.6	0.257142857142857	0.221313334068995	0.342857142857143	0.295084445425327	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4	Pre	Llama3	Yes	S	Low	Low
HEx65	Meta-Llama-3-70B-Instruct	pre	3	2	S	Llama3	24	70.6	263	open	13	0.6	6	0.6	0.461538461538462	0.397229061149479	0.138461538461538	0.119168718344844	0	0	0	0	0.4	0.516397779494322	0.6	0.516397779494322	0.4	0.516397779494322	6	0.6	0.6	6	0.6	0.6	4	4	Pre	Llama3	Yes	S	Low	Low
HEx65	Meta-Llama-3-70B-Instruct	post	3	2	NQ	Llama3	24	70.6	263	open	24	0.1	1	0.1	0.241666666666667	0.312916389258643	0.120833333333333	0.156458194629322	0.0125	0.0201269121474853	0.025	0.0402538242949707	0.6	0.516397779494322	0.3625	0.469374583887965	0.6375	0.469374583887965	1	0.1	0.382352941176471	1	0.1	0.3	6	6	Post	Llama3	Yes	NQ	Low	Low
HEx74	Meta-Llama-3-70B-Instruct	pre	5	4	Q	Llama3	24	70.6	263	open	9	0.3	3	0.3	0.2	0.22098420578039	0.222222222222222	0.267077872256592	0.0555555555555556	0.175682092231577	0	0	0.522222222222222	0.491491389556552	0.422222222222222	0.456022043603597	0.577777777777778	0.456022043603597	3	0.3	0.4125	5	0.5	0.5	6	4	Pre	Llama3	Yes	Q	Low	Low
HEx74	Meta-Llama-3-70B-Instruct	post	5	4	Q	Llama3	24	70.6	263	open	16	0.1	1	0.1	0.125	0.263523138347365	0.06875	0.145684447808726	0.00625	0.0197642353760524	0	0	0.8	0.421637021355784	0.19375	0.408726426435417	0.80625	0.408726426435417	2	0.2	0.2	10	1		8	8	Post	Llama3	Yes	Q	Low	Low
HEx80	Meta-Llama-3-70B-Instruct	pre	6	2	Q	Llama3	24	70.6	263	open	10	0.1	1	0.1	0.09	0.166332999331662	0.15	0.241522945769824	0	0	0.06	0.126491106406735	0.7	0.483045891539648	0.24	0.39496835316263	0.76	0.39496835316263	1	0.1	0.25	1	0.1	0.2	7	7	Pre	Llama3	Yes	Q	High	Low
HEx80	Meta-Llama-3-70B-Instruct	post	6	5	Q	Llama3	24	70.6	263	open	16	0.2	2	0.2	0.1375	0.259874435491878	0.08125	0.156041527592283	0	0	0	0	0.78125	0.415884682868274	0.21875	0.415884682868274	0.78125	0.415884682868274	2	0.2	0.221428571428571	10	1		8	7	Post	Llama3	Yes	Q	High	Low
HEx84	Meta-Llama-3-70B-Instruct	pre	2	1	S	Llama3	24	70.6	263	open	8	0.6	6	0.6	0.3875	0.308727225880712	0.225	0.193649167310371	0	0	0	0	0.3875	0.501560066193472	0.6125	0.501560066193472	0.3875	0.501560066193472	6	0.6	0.6	7	0.7	0.7	4	3	Pre	Llama3	Yes	S	Low	Low
HEx84	Meta-Llama-3-70B-Instruct	post	2	5	NQ	Llama3	24	70.6	263	open	13	0.3	3	0.3	0.223076923076923	0.325247086572853	0.0923076923076923	0.148629505089122	0	0	0	0	0.684615384615385	0.473422499032736	0.315384615384615	0.473422499032736	0.684615384615385	0.473422499032736	3	0.3	0.3	5	0.5	0.5	7	5	Post	Llama3	Yes	NQ	Low	Low
HEx90	Meta-Llama-3-70B-Instruct	post	3	1	S	Llama3	24	70.6	263	open	42	0.7	7	0.7	0.630952380952381	0.327086206904681	0.133333333333333	0.0920087412456472	0	0	0.00714285714285714	0.0225876975726313	0.228571428571429	0.396857141587403	0.764285714285714	0.410318227870701	0.235714285714286	0.410318227870701	7	0.7	0.7	8	0.8	0.808	3	1	Post	Llama3	Yes	S	Low	Low
HEx99	Meta-Llama-3-70B-Instruct	pre	7	2	S	Llama3	24	70.6	263	open	15	0.3	3	0.3	0.166666666666667	0.222777085064038	0.213333333333333	0.275412149063639	0	0	0.02	0.0632455532033676	0.6	0.516397779494322	0.38	0.493963561409139	0.62	0.493963561409139	4	0.4	0.4	3	0.3	0.34	6	6	Pre	Llama3	Yes	S	High	Low
HEx99	Meta-Llama-3-70B-Instruct	post	7	3	S	Llama3	24	70.6	263	open	19	0.1	1	0.1	0.410526315789474	0.361931142687091	0.0736842105263158	0.0665742665298606	0.0210526315789474	0.0271788304997012	0.0947368421052631	0.113154494712962	0.4	0.516397779494322	0.484210526315789	0.425994391881437	0.515789473684211	0.425994391881437	1	0.1	0.484615384615385	3	0.3	0.525	4	4	Post	Llama3	Yes	S	High	Low
HEx104	Nxcode-CQ-7B-orpo	post	6	5	QQ	Nxcode		7.25	28	open	15	0.1	1	0.1	0.06	0.189736659610103	0.04	0.126491106406735	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Post	Nxcode	Yes	QQ	High	Low
HEx20	Nxcode-CQ-7B-orpo	pre	5	2	S	Nxcode		7.25	28	open	29	0.1	1	0.1	0.106896551724138	0.226672961606184	0.0724137931034483	0.15459663290662	0	0	0	0	0.820689655172414	0.381151921015636	0.179310344827586	0.381151921015636	0.820689655172414	0.381151921015636	1	0.1	0.1	2	0.2	0.2	9	8	Pre	Nxcode	Yes	S	Low	Low
HEx45	Nxcode-CQ-7B-orpo	post	1	1	S	Nxcode		7.25	28	open	10	0.1	1	0.1	0.06	0.189736659610103	0.06	0.134989711542111	0.02	0.0632455532033676	0.06	0.189736659610103	0.8	0.421637021355784	0.12	0.315524255098646	0.88	0.315524255098646	1	0.1	0.114285714285714	1	0.1	0.1	8	8	Post	Nxcode	Yes	S	Low	Low
HEx0	OpenCodeInterpreter-DS-6.7B	post	5	4	QQ	OpenCodeInt	26	6.74	26	open	33	0.1	1	0.1	0.184848484848485	0.31635679907985	0.0363636363636364	0.058551017156321	0	0	0.0787878787878788	0.166099432655309	0.7	0.483045891539648	0.221212121212121	0.371972354218464	0.778787878787879	0.371972354218464	1	0.1	0.209090909090909	1	0.1	0.22	7	7	Post	OpenCodeInt	Yes	QQ	Low	Low
HEx104	OpenCodeInterpreter-DS-6.7B	pre	6	2	S	OpenCodeInt	26	6.74	26	open	25	0.2	2	0.2	0.068	0.110030298857481	0.272	0.363097782973127	0.02	0.0632455532033676	0.012	0.0269979423084221	0.628	0.482604047503403	0.34	0.451072795307661	0.66	0.451072795307661	2	0.2	0.311111111111111	2	0.2	0.35625	8	6	Pre	OpenCodeInt	Yes	S	High	Low
HEx111	OpenCodeInterpreter-DS-6.7B	pre	8	3	Q	OpenCodeInt	26	6.74	26	open	85	0.2	2	0.2	0.0235294117647059	0.0496043554536216	0.176470588235294	0.372032665902162	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	2	0.2	0.2	8	8	Pre	OpenCodeInt	Yes	Q	High	Low
HEx120	OpenCodeInterpreter-DS-6.7B	pre	7	2	S	OpenCodeInt	26	6.74	26	open	56	0.2	2	0.2	0.144642857142857	0.26047363322502	0.0982142857142857	0.162849571670291	0.0142857142857143	0.0451753951452626	0.0428571428571429	0.135526185435788	0.7	0.483045891539648	0.242857142857143	0.420829544672109	0.757142857142857	0.420829544672109	2	0.2	0.266666666666667	2	0.2	0.24	7	7	Pre	OpenCodeInt	Yes	S	High	Low
HEx13	OpenCodeInterpreter-DS-6.7B	post	5	4	QQ	OpenCodeInt	26	6.74	26	open	42	0.1	1	0.1	0.233333333333333	0.377096892073629	0.0142857142857143	0.0451753951452626	0	0	0	0	0.752380952380952	0.40502636862858	0.247619047619048	0.40502636862858	0.752380952380952	0.40502636862858	1	0.1	0.1	3	0.3	0.3	9	7	Post	OpenCodeInt	Yes	QQ	Low	Low
HEx20	OpenCodeInterpreter-DS-6.7B	pre	5	2	S	OpenCodeInt	26	6.74	26	open	29	0.1	1	0.1	0.0586206896551724	0.185374897320215	0.0413793103448276	0.130852868696623	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	OpenCodeInt	Yes	S	Low	Low
HEx43	OpenCodeInterpreter-DS-6.7B	post	8	8	QQ	OpenCodeInt	26	6.74	26	open	28	0.1	1	0.1	0.0928571428571429	0.244671096736479	0.0821428571428571	0.106545956358402	0.00357142857142857	0.0112938487863156	0.221428571428571	0.356666348782362	0.6	0.516397779494322	0.175	0.312916389258643	0.825	0.312916389258643	1	0.1	0.2875	1	0.1	0.1	6	6	Post	OpenCodeInt	Yes	QQ	High	High
HEx45	OpenCodeInterpreter-DS-6.7B	pre	1	2	S	OpenCodeInt	26	6.74	26	open	10	0.2	2	0.2	0.16	0.236643191323985	0.1	0.210818510677892	0	0	0	0	0.74	0.419523539268061	0.26	0.419523539268061	0.74	0.419523539268061	2	0.2	0.244444444444444	4	0.4	0.4	8	6	Pre	OpenCodeInt	Yes	S	Low	Low
HEx45	OpenCodeInterpreter-DS-6.7B	post	1	1	S	OpenCodeInt	26	6.74	26	open	10	0.1	1	0.1	0.06	0.189736659610103	0.04	0.126491106406735	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Post	OpenCodeInt	Yes	S	Low	Low
HEx57	OpenCodeInterpreter-DS-6.7B	post	3	3	S	OpenCodeInt	26	6.74	26	open	17	0.1	1	0.1	0.182352941176471	0.295356866494008	0.0411764705882353	0.111091886072277	0.0647058823529412	0.137114774408212	0.0117647058823529	0.0372032665902162	0.7	0.483045891539648	0.223529411764706	0.374915087144067	0.776470588235294	0.374915087144067	1	0.1	0.245454545454545	2	0.2	0.266666666666667	7	7	Post	OpenCodeInt	Yes	S	Low	Low
HEx60	OpenCodeInterpreter-DS-6.7B	pre	2	1	S	OpenCodeInt	26	6.74	26	open	7	0.1	1	0.1	0.0428571428571429	0.135526185435788	0.0571428571428571	0.18070158058105	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	OpenCodeInt	Yes	S	Low	Low
HEx60	OpenCodeInterpreter-DS-6.7B	post	2	1	Q	OpenCodeInt	26	6.74	26	open	10	0.2	2	0.2	0.12	0.25298221281347	0.08	0.168654808542314	0	0	0	0	0.8	0.421637021355784	0.2	0.421637021355784	0.8	0.421637021355784	2	0.2	0.2	10	1		8	8	Post	OpenCodeInt	Yes	Q	Low	Low
HEx84	OpenCodeInterpreter-DS-6.7B	pre	2	1	S	OpenCodeInt	26	6.74	26	open	8	0.2	2	0.2	0.1875	0.30190368221228	0.1	0.164570147151096	0.0125	0.0395284707521047	0	0	0.7	0.483045891539648	0.2875	0.464167414721121	0.7125	0.464167414721121	2	0.2	0.285714285714286	3	0.3	0.3	7	7	Pre	OpenCodeInt	Yes	S	Low	Low
HEx99	OpenCodeInterpreter-DS-6.7B	pre	7	2	S	OpenCodeInt	26	6.74	26	open	15	0.1	1	0.1	0.0466666666666667	0.147572957474524	0.0533333333333333	0.168654808542314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	OpenCodeInt	Yes	S	High	Low
HEx0	OpenCoder-8B-Instruct	post	5	4	QQ	OpenCoder	16	7.77	29	open	33	0.1	1	0.1	0.136363636363636	0.302102958156327	0.0242424242424242	0.051107517740095	0	0	0.0393939393939394	0.124574574491482	0.8	0.421637021355784	0.160606060606061	0.351088211641806	0.839393939393939	0.351088211641806	1	0.1	0.154545454545455	1	0.1	0.16	8	8	Post	OpenCoder	Yes	QQ	Low	Low
HEx104	OpenCoder-8B-Instruct	post	6	5	QQ	OpenCoder	16	7.77	29	open	15	0.1	1	0.1	0.133333333333333	0.249443825784929	0.0666666666666667	0.144016459964619	0.0266666666666667	0.0562182695141045	0	0	0.773333333333333	0.415977207352803	0.2	0.389998417217428	0.8	0.389998417217428	1	0.1	0.21	2	0.2	0.2	8	7	Post	OpenCoder	Yes	QQ	High	Low
HEx13	OpenCoder-8B-Instruct	pre	5	3	Q	OpenCoder	16	7.77	29	open	47	0.1	1	0.1	0.0702127659574468	0.222032261245865	0.0297872340425532	0.094195504770973	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Pre	OpenCoder	Yes	Q	Low	Low
HEx151	OpenCoder-8B-Instruct	post	4	5	QQ	OpenCoder	16	7.77	29	open	70	0.1	1	0.1	0.09	0.284604989415154	0.01	0.0316227766016838	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	1	0.1	0.1	9	9	Post	OpenCoder	Yes	QQ	Low	Low
HEx161	OpenCoder-8B-Instruct	post	5	6	QQ	OpenCoder	16	7.77	29	open	13	0.1	1	0.1	0.0692307692307692	0.193415611955345	0.0692307692307692	0.147073132304615	0.00769230769230769	0.024325212770526	0.0538461538461538	0.170276489393682	0.8	0.421637021355784	0.138461538461538	0.325953817068117	0.861538461538462	0.325953817068117	1	0.1	0.12	10	1		8	8	Post	OpenCoder	Yes	QQ	Low	High
HEx43	OpenCoder-8B-Instruct	post	8	8	QQ	OpenCoder	16	7.77	29	open	28	0.1	1	0.1	0.403571428571429	0.34175169010127	0.139285714285714	0.101644639076841	0.0107142857142857	0.0338815463589469	0.146428571428571	0.222367441212882	0.3	0.483045891539648	0.542857142857143	0.419142305319856	0.457142857142857	0.419142305319856	2	0.2	0.6125	2	0.2	0.5	3	3	Post	OpenCoder	Yes	QQ	High	High
HEx74	OpenCoder-8B-Instruct	pre	5	4	Q	OpenCoder	16	7.77	29	open	9	0.1	1	0.1	0.0444444444444444	0.140545673785261	0.0666666666666667	0.175291252832581	0	0	0	0	0.888888888888889	0.314269680527354	0.111111111111111	0.314269680527354	0.888888888888889	0.314269680527354	1	0.1	0.1	2	0.2	0.2	9	8	Pre	OpenCoder	Yes	Q	Low	Low
HEx74	OpenCoder-8B-Instruct	post	5	4	Q	OpenCoder	16	7.77	29	open	16	0.1	1	0.1	0.125	0.263523138347365	0.0375	0.118585412256314	0.0375	0.118585412256314	0	0	0.8	0.421637021355784	0.1625	0.35379882858923	0.8375	0.35379882858923	1	0.1	0.176923076923077	10	1		8	8	Post	OpenCoder	Yes	Q	Low	Low
HEx80	OpenCoder-8B-Instruct	post	6	5	Q	OpenCoder	16	7.77	29	open	16	0.1	1	0.1	0.0625	0.197642353760524	0.0375	0.118585412256314	0	0	0	0	0.9	0.316227766016838	0.1	0.316227766016838	0.9	0.316227766016838	1	0.1	0.1	10	1		9	9	Post	OpenCoder	Yes	Q	High	Low
HEx90	OpenCoder-8B-Instruct	post	3	1	S	OpenCoder	16	7.77	29	open	42	0.1	1	0.1	0.14047619047619	0.300425917527764	0.019047619047619	0.0602338601936834	0	0	0	0	0.84047619047619	0.349575922761786	0.15952380952381	0.349575922761786	0.84047619047619	0.349575922761786	1	0.1	0.1	2	0.2	0.2	9	8	Post	OpenCoder	Yes	S	Low	Low
HEx0	Qwen2.5-Coder-32B-Instruct	post	5	4	QQ	Qwen2.5	3	32.8	123	open	33	0.2	2	0.2	0.418181818181818	0.374909437079985	0.0242424242424242	0.051107517740095	0	0	0	0	0.557575757575758	0.409857120094247	0.442424242424242	0.409857120094247	0.557575757575758	0.409857120094247	2	0.2	0.2	6	0.6	0.6	8	4	Post	Qwen2.5	Yes	QQ	Low	Low
HEx101	Qwen2.5-Coder-32B-Instruct	post	9	6	QQ	Qwen2.5	3	32.8	123	open	463	0.1	1	0.1	0.48682505399568	0.513359019474773	0.00755939524838013	0.00796830223944516	0	0	0.00539956803455724	0.0155830531475258	0.500215982721382	0.526819004461306	0.49438444924406	0.521324259346592	0.50561555075594	0.521324259346592	3	0.3	0.469230769230769	2	0.2	0.495078299776286	6	5	Post	Qwen2.5	Yes	QQ	High	High
HEx104	Qwen2.5-Coder-32B-Instruct	post	6	5	QQ	Qwen2.5	3	32.8	123	open	15	0.2	2	0.2	0.18	0.289827534923789	0.106666666666667	0.175541490294502	0.0133333333333333	0.0421637021355784	0	0	0.7	0.483045891539648	0.286666666666667	0.463001479879244	0.713333333333333	0.463001479879244	2	0.2	0.29	3	0.3	0.3	7	7	Post	Qwen2.5	Yes	QQ	High	Low
HEx108	Qwen2.5-Coder-32B-Instruct	post	2	3	NQ	Qwen2.5	3	32.8	123	open	12	0.3	3	0.3	0.225	0.266579846978002	0.141666666666667	0.192650454271108	0	0	0	0	0.633333333333333	0.456773439802099	0.366666666666667	0.456773439802099	0.633333333333333	0.456773439802099	3	0.3	0.38	10	1		7	5	Post	Qwen2.5	Yes	NQ	Low	Low
HEx111	Qwen2.5-Coder-32B-Instruct	pre	8	3	Q	Qwen2.5	3	32.8	123	open	85	0.4	4	0.4	0.0882352941176471	0.0356194159305587	0.747058823529412	0.266623410563216	0	0	0	0	0.164705882352941	0.300454608774556	0.835294117647059	0.300454608774556	0.164705882352941	0.300454608774556	4	0.4	0.4	9	0.9	0.9	6	1	Pre	Qwen2.5	Yes	Q	High	Low
HEx111	Qwen2.5-Coder-32B-Instruct	post	8	10	QQ	Qwen2.5	3	32.8	123	open	17	0.4	4	0.4	0.394117647058824	0.350810562483104	0.141176470588235	0.149842926859159	0.00588235294117647	0.0186016332951081	0	0	0.458823529411765	0.498980120938588	0.535294117647059	0.493284389230197	0.464705882352941	0.493284389230197	4	0.4	0.4875	6	0.6	0.6	5	4	Post	Qwen2.5	Yes	QQ	High	High
HEx114	Qwen2.5-Coder-32B-Instruct	post	5	6	QQ	Qwen2.5	3	32.8	123	open	28	0.1	1	0.1	0.239285714285714	0.317234542731464	0.0857142857142857	0.110656667034498	0	0	0.075	0.120761472884912	0.6	0.516397779494322	0.325	0.42573465914816	0.675	0.42573465914816	1	0.1	0.318181818181818	1	0.1	0.307692307692308	6	6	Post	Qwen2.5	Yes	QQ	Low	High
HEx120	Qwen2.5-Coder-32B-Instruct	post	7	8	NQ	Qwen2.5	3	32.8	123	open	48	0.4	4	0.4	0.427083333333333	0.450185361343415	0.06875	0.0735258940698135	0.00416666666666667	0.0131761569173682	0	0	0.5	0.52704627669473	0.495833333333333	0.5228018355546	0.504166666666667	0.5228018355546	4	0.4	0.484615384615385	5	0.5	0.5	5	5	Post	Qwen2.5	Yes	NQ	High	High
HEx127	Qwen2.5-Coder-32B-Instruct	pre	4	2	Q	Qwen2.5	3	32.8	123	open	21	0.3	3	0.3	0.328571428571429	0.350250962827301	0.123809523809524	0.135060618324969	0	0	0	0	0.547619047619048	0.484712110622301	0.452380952380952	0.484712110622301	0.547619047619048	0.484712110622301	3	0.3	0.3	5	0.5	0.5	7	5	Pre	Qwen2.5	Yes	Q	Low	Low
HEx127	Qwen2.5-Coder-32B-Instruct	post	4	5	Q	Qwen2.5	3	32.8	123	open	24	0.2	2	0.2	0.204166666666667	0.341028084358147	0.0416666666666667	0.0878410461157883	0	0	0	0	0.754166666666667	0.422391230794215	0.245833333333333	0.422391230794215	0.754166666666667	0.422391230794215	2	0.2	0.2	3	0.3	0.3	8	7	Post	Qwen2.5	Yes	Q	Low	Low
HEx13	Qwen2.5-Coder-32B-Instruct	pre	5	3	Q	Qwen2.5	3	32.8	123	open	47	0.2	2	0.2	0.272340425531915	0.35187598585447	0.0978723404255319	0.131234422765621	0	0	0	0	0.629787234042553	0.480514118646268	0.370212765957447	0.480514118646268	0.629787234042553	0.480514118646268	2	0.2	0.2	4	0.4	0.4	8	6	Pre	Qwen2.5	Yes	Q	Low	Low
HEx13	Qwen2.5-Coder-32B-Instruct	post	5	4	QQ	Qwen2.5	3	32.8	123	open	42	0.7	7	0.7	0.6	0.414039335605413	0.1	0.0690065559342354	0	0	0	0	0.3	0.483045891539648	0.7	0.483045891539648	0.3	0.483045891539648	7	0.7	0.7	7	0.7	0.7	3	3	Post	Qwen2.5	Yes	QQ	Low	Low
HEx140	Qwen2.5-Coder-32B-Instruct	post	6	13	NQ	Qwen2.5	3	32.8	123	open	106	0.1	1	0.1	0.300943396226415	0.27870400540653	0.0339622641509434	0.0236163312648033	0.00566037735849057	0.00487167716504078	0.359433962264151	0.309950290191729	0.3	0.483045891539648	0.334905660377358	0.298402653847825	0.665094339622642	0.298402653847825	1	0.1	0.475	1	0.1	0.308695652173913	3	3	Post	Qwen2.5	Yes	NQ	High	High
HEx151	Qwen2.5-Coder-32B-Instruct	post	4	5	QQ	Qwen2.5	3	32.8	123	open	70	0.9	9	0.9	0.81	0.284604989415154	0.09	0.0316227766016838	0	0	0	0	0.1	0.316227766016838	0.9	0.316227766016838	0.1	0.316227766016838	9	0.9	0.9	9	0.9	0.9	1	1	Post	Qwen2.5	Yes	QQ	Low	Low
HEx16	Qwen2.5-Coder-32B-Instruct	post	6	5	Q	Qwen2.5	3	32.8	123	open	16	0.2	2	0.2	0.25	0.322748612183951	0.1375	0.17873008824606	0.00625	0.0197642353760524	0	0	0.60625	0.508649150528469	0.3875	0.500693962859993	0.6125	0.500693962859993	4	0.4	0.4	4	0.4	0.4	7	6	Post	Qwen2.5	Yes	Q	High	Low
HEx161	Qwen2.5-Coder-32B-Instruct	post	5	6	QQ	Qwen2.5	3	32.8	123	open	13	0.4	4	0.4	0.430769230769231	0.297259010178245	0.223076923076923	0.167943824551926	0.0307692307692308	0.064867234054736	0	0	0.315384615384615	0.474809211138799	0.653846153846154	0.45616530447839	0.346153846153846	0.45616530447839	4	0.4	0.67	10	1		4	3	Post	Qwen2.5	Yes	QQ	Low	High
HEx20	Qwen2.5-Coder-32B-Instruct	pre	5	2	S	Qwen2.5	3	32.8	123	open	29	0.4	4	0.4	0.331034482758621	0.28767798089123	0.227586206896552	0.19988105856813	0	0	0	0	0.441379310344828	0.487334634086946	0.558620689655172	0.487334634086946	0.441379310344828	0.487334634086946	4	0.4	0.4	6	0.6	0.6	6	4	Pre	Qwen2.5	Yes	S	Low	Low
HEx20	Qwen2.5-Coder-32B-Instruct	post	5	3	QQ	Qwen2.5	3	32.8	123	open	28	0.3	3	0.3	0.439285714285714	0.389433130672399	0.0892857142857143	0.0941154065526303	0	0	0.0214285714285714	0.0451753951452626	0.45	0.497214463005877	0.528571428571429	0.477320088745677	0.471428571428571	0.477320088745677	3	0.3	0.445454545454545	6	0.6	0.6	5	4	Post	Qwen2.5	Yes	QQ	Low	Low
HEx24	Qwen2.5-Coder-32B-Instruct	post	3	2	Q	Qwen2.5	3	32.8	123	open	35	0.2	2	0.2	0.474285714285714	0.414083146973781	0.0914285714285714	0.0805874125764045	0.00857142857142857	0.0138013111868471	0	0	0.425714285714286	0.4755138049361	0.565714285714286	0.467307625909914	0.434285714285714	0.467307625909914	4	0.4	0.525	6	0.6	0.6	6	3	Post	Qwen2.5	Yes	Q	Low	Low
HEx30	Qwen2.5-Coder-32B-Instruct	post	6	5	Q	Qwen2.5	3	32.8	123	open	14	0.3	3	0.3	0.214285714285714	0.345032779671177	0.114285714285714	0.147542222712663	0	0	0	0	0.671428571428571	0.471644971977691	0.328571428571429	0.471644971977691	0.671428571428571	0.471644971977691	3	0.3	0.309090909090909	10	1		7	6	Post	Qwen2.5	Yes	Q	High	Low
HEx37	Qwen2.5-Coder-32B-Instruct	post	3	2	S	Qwen2.5	3	32.8	123	open	43	0.4	4	0.4	0.516279069767442	0.444342275378835	0.0744186046511628	0.0665042188822549	0	0	0	0	0.409302325581395	0.508706718147732	0.590697674418605	0.508706718147732	0.409302325581395	0.508706718147732	4	0.4	0.566666666666667	6	0.6	0.6	6	4	Post	Qwen2.5	Yes	S	Low	Low
HEx43	Qwen2.5-Coder-32B-Instruct	post	8	8	QQ	Qwen2.5	3	32.8	123	open	28	0.2	2	0.2	0.367857142857143	0.376480448821278	0.075	0.101644639076841	0.0107142857142857	0.0338815463589469	0.075	0.224902347163468	0.471428571428571	0.475237140947606	0.442857142857143	0.450560245857746	0.557142857142857	0.450560245857746	2	0.2	0.3375	5	0.5	0.5	6	4	Post	Qwen2.5	Yes	QQ	High	High
HEx45	Qwen2.5-Coder-32B-Instruct	pre	1	2	S	Qwen2.5	3	32.8	123	open	10	0.2	2	0.2	0.12	0.204396129556745	0.15	0.241522945769824	0	0	0.05	0.126929551764398	0.68	0.470932880331983	0.27	0.427005074130663	0.73	0.427005074130663	2	0.2	0.266666666666667	3	0.3	0.3	7	5	Pre	Qwen2.5	Yes	S	Low	Low
HEx45	Qwen2.5-Coder-32B-Instruct	post	1	1	S	Qwen2.5	3	32.8	123	open	10	0.8	8	0.8	0.48	0.25298221281347	0.32	0.168654808542314	0	0	0	0	0.2	0.421637021355784	0.8	0.421637021355784	0.2	0.421637021355784	8	0.8	0.8	8	0.8	0.8	2	2	Post	Qwen2.5	Yes	S	Low	Low
HEx60	Qwen2.5-Coder-32B-Instruct	pre	2	1	S	Qwen2.5	3	32.8	123	open	7	0.6	6	0.6	0.257142857142857	0.221313334068995	0.371428571428571	0.262553309563623	0	0	0	0	0.371428571428571	0.481870881549467	0.628571428571429	0.481870881549467	0.371428571428571	0.481870881549467	6	0.6	0.6	8	0.8	0.8	4	2	Pre	Qwen2.5	Yes	S	Low	Low
HEx60	Qwen2.5-Coder-32B-Instruct	post	2	1	Q	Qwen2.5	3	32.8	123	open	10	0.1	1	0.1	0.22	0.265832027165025	0.19	0.202484567313166	0.01	0.0316227766016838	0.08	0.154919333848297	0.5	0.52704627669473	0.41	0.460555220479707	0.59	0.460555220479707	1	0.1	0.4	10	1		5	5	Post	Qwen2.5	Yes	Q	Low	Low
HEx65	Qwen2.5-Coder-32B-Instruct	pre	3	2	S	Qwen2.5	3	32.8	123	open	13	0.5	5	0.5	0.476923076923077	0.353064912370431	0.138461538461538	0.119168718344844	0	0	0	0	0.384615384615385	0.465792362168845	0.615384615384615	0.465792362168845	0.384615384615385	0.465792362168845	6	0.6	0.6	6	0.6	0.64	5	3	Pre	Qwen2.5	Yes	S	Low	Low
HEx65	Qwen2.5-Coder-32B-Instruct	post	3	2	NQ	Qwen2.5	3	32.8	123	open	24	0.2	2	0.2	0.3125	0.330573062094775	0.158333333333333	0.167590034766648	0.00833333333333333	0.0175682092231577	0.0166666666666667	0.0351364184463153	0.504166666666667	0.5228018355546	0.470833333333333	0.498086616742287	0.529166666666667	0.498086616742287	2	0.2	0.482352941176471	3	0.3	0.433333333333333	6	5	Post	Qwen2.5	Yes	NQ	Low	Low
